,experiment_container_id,tld2_name,area,cell_specimen_id,imaging_depth,selectivity_ns,p_sg,p_ns,peak_dff_ns,pref_image_ns,peak_dff_sg,pref_ori_sg,pref_sf_sg,pref_phase_sg
4222,511510670,Cux2-CreERT2,VISp,517429109,175,,,,,,,,,
4223,511510670,Cux2-CreERT2,VISp,517429115,175,,,,,,,,,
4224,511510670,Cux2-CreERT2,VISp,517429118,175,,,,,,,,,
4225,511510670,Cux2-CreERT2,VISp,517429121,175,,,,,,,,,
4226,511510670,Cux2-CreERT2,VISp,517429124,175,,,,,,,,,
4227,511510670,Cux2-CreERT2,VISp,517429133,175,,,,,,,,,
4228,511510670,Cux2-CreERT2,VISp,517429139,175,0.6905932203,1.5205515613935066e-184,4.971773713084598e-34,12.4287541261,70,49.3247086216,150,0.02,0.5
4229,511510670,Cux2-CreERT2,VISp,517429144,175,0.0987118644,0.093355141,1.5596587158915805e-09,1.4026078784,25,1.0541906937,0,0.04,0.75
4230,511510670,Cux2-CreERT2,VISp,517429149,175,0.4168983051,4.1006973880957e-08,2.22049746148106e-05,4.4386561135,53,6.8706003075,0,0.02,0.25
4231,511510670,Cux2-CreERT2,VISp,517429154,175,0.6204915254,5.8393664873332e-07,4.97797987954585e-12,9.6817312372,16,6.1364858713,120,0.02,0
4232,511510670,Cux2-CreERT2,VISp,517429159,175,0.2256101695,0.0001928442,0.0001268664,1.9871995082,85,2.597719466,30,0.04,0.5
4233,511510670,Cux2-CreERT2,VISp,517429164,175,0.2913220339,0.0592152777,0.0017962008,2.0738018218,45,3.0655841458,60,0.16,0.5
4234,511510670,Cux2-CreERT2,VISp,517429169,175,0.4709661017,3.60547953951103e-26,2.119107052118269e-11,4.0188328497,45,11.322110726,30,0.08,0.25
4235,511510670,Cux2-CreERT2,VISp,517429175,175,0.3066949153,1.4903048829749096e-32,0.0078670645,2.2064765983,32,4.7290164185,150,0.04,0.5
4236,511510670,Cux2-CreERT2,VISp,517429180,175,0.3316610169,4.15846495376911e-17,4.2910102845617895e-13,4.9735346685,1,5.4550974574,90,0.04,0.25
4237,511510670,Cux2-CreERT2,VISp,517429185,175,0.2085254237,3.1085756252534404e-17,5.2092796023766406e-06,2.0366144785,15,3.6759595828,0,0.08,0.75
4238,511510670,Cux2-CreERT2,VISp,517429190,175,,,,,,,,,
4239,511510670,Cux2-CreERT2,VISp,517429194,175,,,,,,,,,
4240,511510670,Cux2-CreERT2,VISp,517429198,175,,,,,,,,,
4241,511510670,Cux2-CreERT2,VISp,517429207,175,0.6804745763,2.21131936421922e-09,8.97382978404266e-31,8.371752612,117,2.3155070104,90,0.08,0.5
4242,511510670,Cux2-CreERT2,VISp,517429211,175,0.5153559322,5.59956748293612e-17,1.70929399876604e-07,5.6089621194,32,6.4281183623,90,0.04,0.25
4243,511510670,Cux2-CreERT2,VISp,517429218,175,0.3996949153,0.000106111,0.0022031344,2.6325934009,103,2.1022581187,60,0.02,0.5
4244,511510670,Cux2-CreERT2,VISp,517429226,175,0.3110847458,1.1416044378603494e-49,1.0142823737025301e-13,2.6726868546,42,5.2659036347,30,0.02,0.75
4245,511510670,Cux2-CreERT2,VISp,517429238,175,0.5322881356,1.26045777378761e-06,3.1166845440146e-26,5.3787116322,36,1.9615275291,90,0.04,0.5
4246,511510670,Cux2-CreERT2,VISp,517429242,175,,,,,,,,,
4247,511510670,Cux2-CreERT2,VISp,517429246,175,0.6456440678,1.90614967075875e-12,7.94437297078723e-36,15.4645644045,1,11.3760804953,90,0.08,0
4248,511510670,Cux2-CreERT2,VISp,517429250,175,0.4429661017,9.83359223468327e-05,7.588038981579169e-17,4.1662430602,32,3.2520197042,30,0.04,0.5
4249,511510670,Cux2-CreERT2,VISp,517429254,175,,,,,,,,,
4250,511510670,Cux2-CreERT2,VISp,517429275,175,0.8238474576,3.59495548040084e-21,7.625175721909348e-151,34.3625984154,85,6.4379701161,0,0.08,0.5
4251,511510670,Cux2-CreERT2,VISp,517429279,175,0.5798305085,0.1459882729,2.97768115057335e-07,6.0261748452,75,3.0674573675,0,0.32,0
4252,511510670,Cux2-CreERT2,VISp,517429284,175,0.3579322034,4.6456593017060396e-32,3.4644608032281204e-08,3.6926000369,85,12.8541492402,0,0.08,0.75
4253,511510670,Cux2-CreERT2,VISp,517429304,175,0.507,1.91598015588851e-05,8.158804768287601e-17,9.8810922832,17,1.4827348401,90,0.08,0.5
4254,511510670,Cux2-CreERT2,VISp,517429309,175,0.4235084746,0.0007510713,6.347608167805911e-13,5.0293527742,117,2.1935726416,150,0.32,0.5
4255,511510670,Cux2-CreERT2,VISp,517429314,175,,,,,,,,,
4256,511510670,Cux2-CreERT2,VISp,517429319,175,0.2298305085,0.0156706382,1.95486232672068e-07,3.0147772448,91,1.7753044326,60,0.16,0
4257,511510670,Cux2-CreERT2,VISp,517429324,175,0.246220339,0.1209794343,7.12219457307936e-13,4.8992599507,45,3.8314792992,60,0.02,0.75
4258,511510670,Cux2-CreERT2,VISp,517429356,175,0.5143050847,8.573511829256951e-07,6.583276105369019e-12,4.7838972234,59,3.1990499351,120,0.32,0
4259,511510670,Cux2-CreERT2,VISp,517429371,175,0.4094576271,2.51850671511777e-28,6.8791722296461185e-06,3.6917560472,90,9.6326208191,60,0.02,0.75
4260,511510670,Cux2-CreERT2,VISp,517429376,175,0.4410847458,0.5150388222,0.0739910777,17.0915641063,10,11.7306149732,30,0.02,0.25
4261,511510670,Cux2-CreERT2,VISp,517429382,175,0.2983220339,0.0011861923,1.28241570514776e-10,3.6793258747,106,2.3741677549,90,0.16,0.5
4262,511510670,Cux2-CreERT2,VISp,517429393,175,,,,,,,,,
4263,511510670,Cux2-CreERT2,VISp,517429398,175,0.6668983051,0.3488650331,0.2078754401,7.5776652651,10,1.2170023222,30,0.16,0
4264,511510670,Cux2-CreERT2,VISp,517429406,175,,,,,,,,,
4265,511510670,Cux2-CreERT2,VISp,517429419,175,0.7361525424,0.001016208,1.39665418015381e-20,10.2306406797,45,1.2734603272,30,0.08,0
4266,511510670,Cux2-CreERT2,VISp,517429427,175,0.5870508475,0.0004790114,1.96471990301615e-17,9.0242677125,97,4.3236588677,30,0.04,0.25
4267,511510670,Cux2-CreERT2,VISp,517429437,175,0.3152372881,8.33207095274074e-18,1.93781201666532e-16,2.182370863,36,2.2620418701,90,0.04,0.75
4268,511510670,Cux2-CreERT2,VISp,517429447,175,,,,,,,,,
4269,511510670,Cux2-CreERT2,VISp,517429456,175,,,,,,,,,
4270,511510670,Cux2-CreERT2,VISp,517429464,175,0.6484576271,3.2488331349486287e-44,4.7648041466567945e-83,25.8245495832,30,8.5022549143,150,0.02,0.5
4271,511510670,Cux2-CreERT2,VISp,517429474,175,0.7386779661,2.0602638299451997e-57,3.0659776275989375e-92,15.851640262,42,6.931840281,90,0.04,0
4272,511510670,Cux2-CreERT2,VISp,517429484,175,0.3711864407,2.9974023098969703e-12,0.3650084256,6.4145827809,87,6.3649524408,90,0.04,0.5
4273,511510670,Cux2-CreERT2,VISp,517429494,175,0.2293389831,0.0026554408,6.33364740706001e-05,11.8676359528,93,5.4826628909,60,0.04,0.75
4274,511510670,Cux2-CreERT2,VISp,517429504,175,0.5575254237,8.62190481546891e-06,8.769606598004979e-29,30.3613465354,20,5.055732208,0,0.32,0
4275,511510670,Cux2-CreERT2,VISp,517429514,175,0.5321864407,5.634631277454e-29,2.32304104962333e-13,7.7539528719,45,2.9372072189,30,0.02,0.75
4276,511510670,Cux2-CreERT2,VISp,517429525,175,0.3611186441,9.11247518375979e-06,1.3077759466851998e-15,2.9412862623,45,1.3817424662,120,0.04,0
4277,511510670,Cux2-CreERT2,VISp,517429535,175,0.3042542373,2.94815702697098e-06,4.0335293737205484e-12,17.6417354976,64,10.4717959066,150,0.08,0.5
4278,511510670,Cux2-CreERT2,VISp,517429546,175,0.3130508475,0.0276723871,0.02804233,3.484044871,12,2.4922456533,30,0.04,0.5
4279,511510670,Cux2-CreERT2,VISp,517429556,175,,,,,,,,,
4280,511510670,Cux2-CreERT2,VISp,517429578,175,,,,,,,,,
4281,511510670,Cux2-CreERT2,VISp,517429586,175,,,,,,,,,
4282,511510670,Cux2-CreERT2,VISp,517429603,175,,,,,,,,,
4283,511510670,Cux2-CreERT2,VISp,517429609,175,,,,,,,,,
4284,511510670,Cux2-CreERT2,VISp,517429630,175,,,,,,,,,
4285,511510670,Cux2-CreERT2,VISp,517429637,175,0.190440678,0.0002561576,7.390333103530302e-07,6.7310805221,74,4.9383677858,150,0.02,0.75
4286,511510670,Cux2-CreERT2,VISp,517429647,175,0.7333389831,0.0007077426,1.3529127108657786e-75,14.6563559222,13,1.4341400023,0,0.04,0.75
4287,511510670,Cux2-CreERT2,VISp,517429657,175,0.6444576271,2.35090954583725e-30,1.0052519696377399e-23,14.3727881145,85,14.7791625389,120,0.02,0.25
4288,511510670,Cux2-CreERT2,VISp,517429666,175,0.4311355932,2.0254916041127604e-06,3.40471860345843e-06,13.2600153945,64,12.3541729848,30,0.02,0.25
4289,511510670,Cux2-CreERT2,VISp,517429677,175,0.7520677966,1.6805793274435086e-81,2.258771558229677e-150,36.9799474405,105,23.5405384947,60,0.04,0.25
4290,511510670,Cux2-CreERT2,VISp,517429687,175,0.2441864407,1.895597962588e-06,8.668332613006279e-19,2.8594935342,115,2.4007583007,90,0.02,0
4291,511510670,Cux2-CreERT2,VISp,517429697,175,0.3174915254,6.61201379942299e-13,2.46765767648397e-09,2.5743350682,60,1.6134264706,90,0.02,0
4292,511510670,Cux2-CreERT2,VISp,517429707,175,0.6518983051,5.78013707993421e-05,3.59136617095643e-14,7.6776442996,85,1.7715481586,0,0.08,0.5
4293,511510670,Cux2-CreERT2,VISp,517429717,175,0.7513898305,0.0021994267,3.5819980700827084e-60,26.6517274755,85,1.2781548459,30,0.08,0.5
4294,511510670,Cux2-CreERT2,VISp,517429727,175,0.7578644068,1.01796910684674e-21,7.941247627191873e-84,27.2398744619,115,7.6340514775,150,0.02,0.75
4295,511510670,Cux2-CreERT2,VISp,517429737,175,0.6659322034,1.04081896367738e-05,2.51310303022219e-20,9.6061612114,17,3.0039343906,30,0.02,0.5
4296,511510670,Cux2-CreERT2,VISp,517429749,175,0.6496271186,2.27548499415097e-06,2.74371257141064e-44,6.0768538969,86,1.6390805544,90,0.04,0.5
4297,511510670,Cux2-CreERT2,VISp,517429759,175,0.2262711864,2.49333894102286e-10,0.0540717706,1.3034533425,106,8.6907041657,90,0.08,0
4298,511510670,Cux2-CreERT2,VISp,517429770,175,0.4591016949,0.0580211525,6.80176102933943e-12,3.3808571394,108,1.0230041976,90,0.16,0.75
4299,511510670,Cux2-CreERT2,VISp,517429792,175,0.6218305085,2.2892020007737477e-95,1.61844548081868e-49,10.1605143124,114,14.6544423131,30,0.02,0.75
4300,511510670,Cux2-CreERT2,VISp,517429802,175,0.4060169492,0.3054932104,0.0243783417,8.800137556,28,3.3038555151,0,0.02,0.25
4301,511510670,Cux2-CreERT2,VISp,517429811,175,0.6195084746,4.351408157571606e-69,8.412093759962078e-26,11.1172850738,65,10.5688013136,150,0.02,0.5
4302,511510670,Cux2-CreERT2,VISp,517429821,175,0.2070169492,0.0089785258,4.75462895761829e-06,4.8776357979,56,3.791585359,30,0.08,0
4303,511510670,Cux2-CreERT2,VISp,517429832,175,0.7803728814,0.0042184639,5.60133352388798e-40,15.3704317796,45,5.8566606399,90,0.04,0.75
4304,511510670,Cux2-CreERT2,VISp,517429842,175,0.7580169492,1.0739618048886192e-55,5.716216785335765e-58,11.8310246265,106,12.4942771904,90,0.08,0
4305,511510670,Cux2-CreERT2,VISp,517429850,175,,,,,,,,,
4306,511510670,Cux2-CreERT2,VISp,517429866,175,0.4693050847,9.641053708225662e-06,1.6206386380092e-05,2.7320135262,115,2.1710395369,150,0.04,0.25
4307,511510670,Cux2-CreERT2,VISp,517429874,175,0.7478983051,5.9167250540613e-18,1.1484288735358096e-19,12.721657874,76,6.1360855011,150,0.04,0.25
4308,511510670,Cux2-CreERT2,VISp,517429878,175,,,,,,,,,
4309,511510670,Cux2-CreERT2,VISp,517429906,175,0.5015084746,1.67664783655592e-06,4.51912363584196e-10,5.236435828,56,1.9536499529,30,0.04,0.5
4310,511510670,Cux2-CreERT2,VISp,517429923,175,0.5571864407,4.5020154818883705e-09,4.137546575754629e-15,5.3640752316,29,2.9021391515,90,0.04,0
4311,511510670,Cux2-CreERT2,VISp,517429931,175,0.7891016949,6.60473226931527e-14,5.446815147273365e-83,37.5209792508,45,9.6311945039,90,0.04,0.5
4312,511510670,Cux2-CreERT2,VISp,517429940,175,-0.0089491525,8.10094221729761e-29,0.0081148745,2.0321999076,25,11.2070810365,90,0.04,0.25
4313,511510670,Cux2-CreERT2,VISp,517429957,175,0.0628644068,0.0009575011,0.0057267388,3.1240129616,36,2.6945657668,90,0.04,0.5
4314,511510670,Cux2-CreERT2,VISp,517429981,175,0.2161016949,1.09383769256909e-05,2.33030485606687e-08,2.9932599779,41,2.1010882165,30,0.08,0
4315,511510670,Cux2-CreERT2,VISp,517429989,175,0.4422542373,0.0010516265,4.46773493656842e-11,6.2320574296,20,2.8241300981,120,0.04,0
4316,511510670,Cux2-CreERT2,VISp,517429997,175,0.4097966102,0.3840642198,0.0563435319,3.036590329,23,2.9764595946,30,0.16,0.25
4317,511510670,Cux2-CreERT2,VISp,517430006,175,0.2257457627,0.0007378168,0.0107249328,4.8876481554,86,5.6450074712,60,0.04,0.75
4318,511510670,Cux2-CreERT2,VISp,517430014,175,0.3120847458,7.730160820501503e-61,1.10345421797592e-17,2.3095693955,39,2.2245296202,90,0.02,0.25
4319,511510670,Cux2-CreERT2,VISp,517430025,175,0.1008813559,8.93233236934392e-09,3.74135128080842e-10,2.2308215156,86,2.509537987,60,0.02,0.5
4320,511510670,Cux2-CreERT2,VISp,517430038,175,0.8118983051,0.1590296306,1.2811203494738299e-68,16.1826809859,49,0.8902428858,30,0.04,0.25
4321,511510670,Cux2-CreERT2,VISp,517430045,175,0.7204745763,5.81182126926447e-09,5.34841054346991e-24,15.864783829,29,3.2977232619,60,0.02,0
4322,511510670,Cux2-CreERT2,VISp,517430055,175,0.0425423729,0.165993552,1.93842447128775e-08,1.4720188487,19,1.4053482446,150,0.02,0.25
4323,511510670,Cux2-CreERT2,VISp,517430068,175,0.5264237288,0.1078975205,3.6423664140079596e-06,7.3849279209,58,2.967842882,150,0.02,0
4324,511510670,Cux2-CreERT2,VISp,517430075,175,0.8273220339,0.0006375923,4.0547067886923854e-163,63.0786822867,63,3.8956479538,90,0.16,0.5
4325,511510670,Cux2-CreERT2,VISp,517430085,175,0.2795932203,0.0830463743,0.0031725018,2.4347148352,55,3.6498415332,0,0.08,0.5
4326,511510670,Cux2-CreERT2,VISp,517430095,175,0.8116440678,9.007035349468209e-11,8.375600636918292e-90,26.9202481692,45,6.0663692342,0,0.02,0
4327,511510670,Cux2-CreERT2,VISp,517430105,175,0.5862372881,1.55294857836408e-11,1.86971950165558e-11,14.5694816473,34,10.0640393892,0,0.04,0.25
4328,511510670,Cux2-CreERT2,VISp,517430114,175,0.4713050847,6.85666324946806e-14,6.19648851608962e-05,8.7313622788,18,9.6405835386,60,0.04,0.75
4329,511510670,Cux2-CreERT2,VISp,517430145,175,0.6515254237,3.3732384112096897e-07,5.81885736545428e-17,29.9808122526,50,7.0072328585,30,0.04,0.5
4330,511510670,Cux2-CreERT2,VISp,517430150,175,0.564,2.46418699725114e-10,1.88433420325965e-16,12.6350666189,32,4.3217009507,150,0.32,0.5
4331,511510670,Cux2-CreERT2,VISp,517430173,175,0.4026101695,8.901840191670998e-48,2.95871246662921e-12,2.8443149691,45,10.6196875883,60,0.16,0.5
4332,511510670,Cux2-CreERT2,VISp,517430176,175,0.699559322,9.646586835364381e-08,6.2348764030117e-39,8.819185895,108,3.7620154737,30,0.08,0
4333,511510670,Cux2-CreERT2,VISp,517430179,175,0.1877118644,0.0363865806,3.1295568086052196e-05,1.3495618239,45,1.6672972419,90,0.04,0
4334,511510670,Cux2-CreERT2,VISp,517430233,175,0.8627627119,0.0236126398,6.250414539006409e-193,35.6570422694,28,2.1493107952,30,0.02,0.5
4335,511510670,Cux2-CreERT2,VISp,517430245,175,-0.0249661017,0.1715813848,0.0095076974,1.8658536949,34,1.9904244834,150,0.04,0.75
4336,511510670,Cux2-CreERT2,VISp,517430254,175,0.4502542373,1.00424485202331e-12,3.6203785442912385e-29,7.6349273637,34,3.5249324851,120,0.04,0.75
4337,511510670,Cux2-CreERT2,VISp,517430270,175,0.6319661017,0.0004623829,3.888511162309629e-22,16.3760797871,116,6.217618851,0,0.02,0.75
4338,511510670,Cux2-CreERT2,VISp,517430279,175,,,,,,,,,
4339,511510670,Cux2-CreERT2,VISp,517430289,175,-0.0715423729,2.5744173836380605e-09,6.05915868935478e-10,1.9552069149,69,2.0838976586,0,0.02,0.75
4340,511510670,Cux2-CreERT2,VISp,517430300,175,0.6674067797,3.592433922837321e-07,6.88264448186234e-37,10.9344831717,35,1.5813190843,30,0.02,0.5
4341,511510670,Cux2-CreERT2,VISp,517430310,175,0.668,1.07626814338854e-07,3.4003225404874396e-73,8.567588075,36,1.0191345364,120,0.04,0
4342,511510670,Cux2-CreERT2,VISp,517430321,175,0.7123728814,1.6105984136068099e-27,5.080958896871009e-14,52.1431920294,69,23.481153636,60,0.02,0.5
4343,511510670,Cux2-CreERT2,VISp,517430331,175,0.3001355932,0.0028954788,0.0794931413,3.698504487,49,5.9923817959,30,0.02,0.5
4344,511510670,Cux2-CreERT2,VISp,517430341,175,0.2654067797,0.0009511021,0.000441722,6.8845967773,76,4.4110516035,30,0.02,0.75
4345,511510670,Cux2-CreERT2,VISp,517430352,175,0.7083559322,3.51242845495785e-13,1.6825621040849394e-42,20.5130946356,86,10.5844017822,120,0.02,0.5
4346,511510670,Cux2-CreERT2,VISp,517430362,175,-0.0837288136,1.3798294327389001e-11,0.000320389,1.1754516356,98,2.7710947239,90,0.02,0.75
4347,511510670,Cux2-CreERT2,VISp,517430372,175,0.506559322,1.03245624588622e-07,3.96106160695228e-39,5.8707515964,49,2.0459294518,0,0.04,0.25
4348,511510670,Cux2-CreERT2,VISp,517430404,175,,,,,,,,,
4349,511510670,Cux2-CreERT2,VISp,517430413,175,,,,,,,,,
4350,511510670,Cux2-CreERT2,VISp,517430419,175,0.6986101695,6.44037772117048e-14,2.22930913377125e-27,12.0490566081,113,7.1388721561,0,0.04,0.25
4351,511510670,Cux2-CreERT2,VISp,517430433,175,0.4611355932,0.0924220096,8.748822349514819e-06,19.4941654599,37,4.0329104062,0,0.04,0.25
4352,511510670,Cux2-CreERT2,VISp,517430437,175,,,,,,,,,
4353,511510670,Cux2-CreERT2,VISp,517430441,175,0.5038644068,0.0020814648,1.6888847637354194e-08,4.1882400343,112,1.0437004519,0,0.02,0.5
4354,511510670,Cux2-CreERT2,VISp,517430445,175,0.6445762712,9.458338836125552e-05,1.48236521870988e-25,8.7131670004,105,1.4603251591,90,0.04,0.75
4355,511510670,Cux2-CreERT2,VISp,517430452,175,,,,,,,,,
4356,511510670,Cux2-CreERT2,VISp,517430458,175,0.2017118644,1.0172883197356199e-12,0.0003709684,1.6598342103,41,1.4096578048,90,0.32,0.5
4357,511510670,Cux2-CreERT2,VISp,517430463,175,0.5442711864,0.000144557,6.60534612918511e-09,8.95914781,85,1.9393876116,150,0.02,0.5
4358,511510670,Cux2-CreERT2,VISp,517430471,175,0.2462542373,3.72568575094287e-05,0.001050786,1.6141886329,33,2.8550188049,90,0.08,0
4359,511510670,Cux2-CreERT2,VISp,517430482,175,0.6194067797,0.001680504,1.6079987642524098e-16,9.5283590156,26,2.2787358929,120,0.04,0
4360,511510670,Cux2-CreERT2,VISp,517430492,175,0.5736949153,1.24224767566032e-05,3.29174019612541e-12,5.7723763269,36,3.1340044864,30,0.08,0
4361,511510670,Cux2-CreERT2,VISp,517430502,175,0.699220339,0.0033680631,8.421822869125137e-28,24.9209918094,85,6.3900735495,0,0.08,0.5
4362,511510670,Cux2-CreERT2,VISp,517430571,175,0.258559322,1.1340357111551501e-09,4.37370633420024e-13,2.6267471277,55,1.5954493455,120,0.04,0
4363,511510670,Cux2-CreERT2,VISp,517430582,175,0.6724915254,0.0176196871,1.5475263814748098e-07,8.3874379134,60,2.0193678071,30,0.04,0.75
4364,511510670,Cux2-CreERT2,VISp,517430592,175,0.3128644068,1.95144257498132e-07,1.06353241026798e-10,7.2546940896,96,4.8262205683,120,0.32,0
4365,511510670,Cux2-CreERT2,VISp,517430603,175,0.5511864407,0.0586830846,6.35968373809542e-06,11.7399660955,11,3.1369982876,150,0.02,0.25
4366,511510670,Cux2-CreERT2,VISp,517430622,175,0.3324745763,1.08141455645347e-06,6.55692953207703e-05,5.3626103119,55,2.8659727397,30,0.16,0.25
4367,511510670,Cux2-CreERT2,VISp,517430630,175,0.8022881356,4.2947413135983793e-47,2.7073660223577376e-128,35.4042567527,22,8.4193659115,30,0.32,0.75
4368,511510670,Cux2-CreERT2,VISp,517430638,175,0.6166440678,7.0210444791086e-10,2.47838417462406e-71,11.669531059,114,7.1087797189,90,0.16,0.75
4369,511510670,Cux2-CreERT2,VISp,517430647,175,,,,,,,,,
4370,511510670,Cux2-CreERT2,VISp,517430655,175,0.3899152542,0.68500579,6.05045381526907e-09,3.4327165343,63,0.8378871622,0,0.02,0.75
4371,511510670,Cux2-CreERT2,VISp,517430664,175,,,,,,,,,
4372,511510670,Cux2-CreERT2,VISp,517430672,175,0.2675762712,8.214171404048051e-05,0.4468048176,3.0748479434,19,8.622836924,30,0.08,0
4373,511510670,Cux2-CreERT2,VISp,517430680,175,0.3092711864,5.775950454894859e-09,1.3870066460631902e-11,3.9648033565,25,1.7905939423,90,0.02,0.75
4374,511510670,Cux2-CreERT2,VISp,517430693,175,0.2243898305,1.5509792286822196e-18,8.63859071202408e-14,3.6481133422,14,4.1058066675,120,0.04,0
4375,511510670,Cux2-CreERT2,VISp,517430696,175,0.6080677966,5.28210760328263e-05,1.90110098639751e-21,17.8173442721,69,3.9252798001,120,0.02,0.5
4376,511510670,Cux2-CreERT2,VISp,517430701,175,,,,,,,,,
4377,511510670,Cux2-CreERT2,VISp,517430705,175,0.3817966102,0.0020504799,2.57439697494763e-07,6.3120244554,19,4.4197392986,150,0.04,0.5
4378,511510670,Cux2-CreERT2,VISp,517430712,175,0.6721864407,3.9661364377336195e-14,6.113296400538249e-28,11.8800259221,35,4.008730222,30,0.02,0.25
4379,511510670,Cux2-CreERT2,VISp,517430722,175,,,,,,,,,
4380,511510670,Cux2-CreERT2,VISp,517430728,175,,,,,,,,,
4381,511510670,Cux2-CreERT2,VISp,517430731,175,,,,,,,,,
4382,511510670,Cux2-CreERT2,VISp,517430735,175,,,,,,,,,
4383,511510670,Cux2-CreERT2,VISp,517430741,175,,,,,,,,,
4384,511510670,Cux2-CreERT2,VISp,517430747,175,,,,,,,,,
4385,511510670,Cux2-CreERT2,VISp,517430759,175,0.2519661017,0.0027272098,4.43523589255449e-28,2.496128456,110,0.7071015121,30,0.04,0.5
4386,511510670,Cux2-CreERT2,VISp,517430775,175,,,,,,,,,
4387,511510670,Cux2-CreERT2,VISp,517430781,175,0.4352542373,0.0037859228,1.0955394386667802e-06,2.511360946,32,4.5144463975,60,0.02,0.5
4388,511510670,Cux2-CreERT2,VISp,517430807,175,0.503559322,0.0004808198,7.301146445092241e-09,3.8880167398,0,1.2949824066,90,0.08,0.75
4389,511510670,Cux2-CreERT2,VISp,517430818,175,0.3328474576,1.3538392984938099e-05,1.93906096765492e-05,2.6659580187,106,3.9352883545,60,0.04,0.75
4390,511510670,Cux2-CreERT2,VISp,517430828,175,0.5498813559,8.51077638772421e-12,2.05736414827012e-35,4.93791896,41,2.3123005152,0,0.02,0.75
4391,511510670,Cux2-CreERT2,VISp,517430903,175,0.2721016949,6.36675413906e-24,0.000385385,1.7333164144,45,2.0972591494,30,0.02,0.5
4392,511510670,Cux2-CreERT2,VISp,517430913,175,0.5177118644,0.0146102928,0.0987021863,3.7033698076,101,1.6335607336,120,0.02,0
4393,511510670,Cux2-CreERT2,VISp,517430923,175,0.4526440678,4.22999797394894e-08,1.2664056576180198e-43,7.7967867482,69,4.5888705261,90,0.16,0.75
4394,511510670,Cux2-CreERT2,VISp,517430934,175,0.2933559322,1.52518196196451e-28,0.0001723163,2.4534688073,110,7.8860623616,60,0.04,0.75
4395,511510670,Cux2-CreERT2,VISp,517430943,175,0.7864915254,1.40626426260469e-16,6.551902094563166e-57,19.3456419021,98,8.0945348192,120,0.08,0
4396,511510670,Cux2-CreERT2,VISp,517430953,175,0.2706440678,0.0001199962,3.96309020595715e-12,1.80120406,85,1.2344500487,120,0.08,0.25
4397,511510670,Cux2-CreERT2,VISp,517430957,175,0.5952033898,7.85800354258323e-11,1.25910343534085e-10,16.4772695899,63,11.6782938515,60,0.02,0.75
4398,511510670,Cux2-CreERT2,VISp,517430961,175,0.6347118644,2.8379515848143395e-25,7.459604581359669e-24,6.2160180047,21,4.1156550403,120,0.04,0
4399,511510670,Cux2-CreERT2,VISp,517430965,175,0.2922711864,3.72396767299206e-06,5.99803978049638e-07,2.4283783355,39,4.466144017,0,0.08,0.5
4400,511510670,Cux2-CreERT2,VISp,517430969,175,0.3210338983,3.5713808857415793e-07,1.5791019155145902e-12,24.8414839917,100,25.4932656238,30,0.08,0
4401,511510670,Cux2-CreERT2,VISp,517430976,175,,,,,,,,,
4402,511510670,Cux2-CreERT2,VISp,517430980,175,0.6184237288,0.0003559547,1.97915527241997e-17,9.9420290181,71,4.3786843146,0,0.02,0.75
4403,511510670,Cux2-CreERT2,VISp,517430983,175,0.0736440678,6.68351087601973e-05,2.5234415175411e-13,1.579422803,18,2.679793798,90,0.04,0.5
4404,511510670,Cux2-CreERT2,VISp,517430994,175,,,,,,,,,
4405,511510670,Cux2-CreERT2,VISp,517431001,175,,,,,,,,,
4406,511510670,Cux2-CreERT2,VISp,517431010,175,,,,,,,,,
4407,511510670,Cux2-CreERT2,VISp,517431018,175,0.4245084746,7.546659480140326e-51,5.971217451543609e-06,4.7280935419,23,11.5781314981,150,0.04,0.5
4408,511510670,Cux2-CreERT2,VISp,517431026,175,0.8548644068,4.6975750081988256e-114,1.7697952098322678e-130,24.8122192056,41,14.987189168,120,0.02,0.5
4409,511510670,Cux2-CreERT2,VISp,517431035,175,0.6701525424,5.3577613072136855e-90,9.84473235738569e-38,11.8856257325,63,13.3079131118,30,0.32,0.25
4410,511510670,Cux2-CreERT2,VISp,517431043,175,0.6192542373,0.0004205975,2.23141667155384e-13,50.9101983127,32,11.0181134023,150,0.02,0.25
4411,511510670,Cux2-CreERT2,VISp,517431070,175,0.2505932203,0.0002640489,5.8620478262306e-08,3.3249170075,17,1.1336515963,60,0.04,0.75
4412,511510670,Cux2-CreERT2,VISp,517431089,175,0.6784915254,2.65661885328105e-21,3.00277986286988e-45,8.8843685538,85,2.5727960379,90,0.02,0
4413,511510670,Cux2-CreERT2,VISp,517431098,175,0.4512542373,0.0358880471,0.002297875,3.2417448804,86,1.6999987926,0,0.08,0.5
4414,511510670,Cux2-CreERT2,VISp,517431117,175,,,,,,,,,
4415,511510670,Cux2-CreERT2,VISp,517431142,175,0.471559322,0.0068365609,0.0004846232,7.9577124962,20,2.9652803546,0,0.08,0.5
4416,511510670,Cux2-CreERT2,VISp,517431152,175,0.4560508475,9.20338449845568e-16,1.26507854830611e-09,5.1355327982,55,4.597988978,60,0.08,0.75
4417,511510670,Cux2-CreERT2,VISp,517431162,175,0.2078983051,8.30883202144982e-19,3.5701246054181197e-06,4.3499427,25,6.1193352598,120,0.04,0
